cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form
1089063,"DICK'S SPORTING GOODS, INC.",DKS,2025-09-08,2025-09-08,0001140361-25-034244,"2.01,7.01,9.01",5940,8-K
2066659,"Beach Acquisition Co Parent, LLC",,2025-09-12,2025-09-12,0000950142-25-002428,"1.01,2.01,2.03,5.02,5.03,8.01,9.01",3140,8-K
1920406,"Strive, Inc.",ASST,2025-09-08,2025-09-12,0001213900-25-087278,"1.01,1.02,2.01,2.04,3.02,3.03,5.01,5.02,5.03,5.05,7.01,8.01,9.01",6199,8-K
1065837,SKECHERS USA INC,SKX,2025-09-12,2025-09-12,0001193125-25-201846,"1.01,2.01,2.03,3.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",3140,8-K
1865200,"Angel Studios, Inc.","ANGX, PORT, PORTU, PORTW",2025-09-10,2025-09-16,0001104659-25-090427,"1.01,2.01,3.03,5.01,5.02,5.03,5.06,9.01",7812,8-K
2051820,Mount Logan Capital Inc.,MLCI,2025-09-12,2025-09-16,0002051820-25-000124,"2.01,2.03,3.03,5.01,5.02,5.03,7.01,9.01",6282,8-K
1913577,"Semnur Pharmaceuticals, Inc.","SMNR, DNQAF, DNQUF, DNQWF",2025-09-22,2025-09-26,0001193125-25-220455,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",2834,8-K
1853138,"Kodiak AI, Inc.","AACT, AACT-UN, AACT-WT",2025-09-24,2025-09-30,0001193125-25-225299,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",7373,8-K
1904286,"MIRA PHARMACEUTICALS, INC.",MIRA,2025-09-29,2025-09-30,0001493152-25-016168,"1.01,2.01,3.02,8.01,9.01",2834,8-K
1838406,BKV Corp,BKV,2025-09-26,2025-10-01,0001104659-25-095671,"1.01,2.01,2.03,3.02,7.01,9.01",1311,8-K
910267,TITAN PHARMACEUTICALS INC,TTNP,2025-10-01,2025-10-01,0001829126-25-007823,"2.01,3.03,5.01,5.02,9.01",2836,8-K
810958,CITIZENS & NORTHERN CORP,CZNC,2025-10-01,2025-10-01,0001104659-25-095389,"2.01,5.02,8.01,9.01",6022,8-K
1671284,"NeueHealth, Inc.",NEUE,2025-09-26,2025-10-02,0001104659-25-095898,"1.01,2.01,2.03,3.01,3.02,3.03,5.01,5.02,7.01,9.01",6324,8-K
1901203,CN Healthy Food Tech Group Corp.,"IROH, IROHR, IROHU, IROHW",2025-09-30,2025-10-06,0001213900-25-096652,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,8.01,9.01",2000,8-K
1769759,Monogram Technologies Inc.,MGRM,2025-10-07,2025-10-07,0001104659-25-097530,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",3841,8-K
2067627,Terra Innovatum Global N.V.,NKLR,2025-10-09,2025-10-16,0001213900-25-099636,"1.01,2.01,3.02,3.03,5.02,5.05,7.01,9.01",3443,8-K
1448597,AUGUSTA GOLD CORP.,AUGG,2025-10-23,2025-10-23,0000950157-25-000885,"2.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",1000,8-K
2033383,Fusemachines Inc.,FUSE,2025-10-22,2025-10-29,0001493152-25-019927,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7373,8-K
1879103,"CFSB Bancorp, Inc. /MA/",CFSB,2025-10-31,2025-11-03,0000943374-25-000455,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6035,8-K
2019804,Terrestrial Energy Inc. /DE/,"HOND, HONDU, HONDW",2025-10-28,2025-11-03,0001213900-25-105304,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",3443,8-K
1005817,TOMPKINS FINANCIAL CORP,TMP,2025-10-31,2025-11-03,0001005817-25-000043,"1.01,2.01,5.02,7.01,8.01,9.01",6022,8-K
793952,"HARLEY-DAVIDSON, INC.",HOG,2025-10-31,2025-11-06,0001104659-25-107721,"1.01,2.01,9.01",3751,8-K
1567892,Mallinckrodt plc,,2025-11-10,2025-11-10,0001104659-25-109241,"1.01,1.02,2.01,8.01,9.01",2834,8-K
104894,Elme Communities,ELME,2025-11-12,2025-11-13,0001104659-25-110656,"1.01,1.02,2.01,2.03,5.01,7.01,9.01",6798,8-K
711669,COLONY BANKCORP INC,CBAN,2025-12-01,2025-12-01,0001104659-25-117152,"2.01,8.01,9.01",6022,8-K
887151,Capstone Holding Corp.,CAPS,2025-11-30,2025-12-02,0001213900-25-116968,"1.01,2.01,2.03,8.01,9.01",5030,8-K
1106838,"Sonnet BioTherapeutics Holdings, Inc.",SONN,2025-12-02,2025-12-03,0001493152-25-025884,"2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.07,7.01,9.01",2834,8-K
2078856,Hyperliquid Strategies Inc,HYPS,2025-12-02,2025-12-03,0001493152-25-025886,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,7.01,8.01,9.01",6199,8-K
95552,SUPERIOR INDUSTRIES INTERNATIONAL INC,SSUP,2025-12-08,2025-12-08,0001140361-25-044874,"1.01,2.01,2.03,3.03,5.01,5.02,5.03,7.01,9.01",3714,8-K
2076163,"ProCap Financial, Inc.",,2025-12-05,2025-12-11,0001213900-25-120791,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6199,8-K
2070457,"Twenty One Capital, Inc.",XXI,2025-12-08,2025-12-12,0001213900-25-121293,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",6199,8-K
1417892,Emeren Group Ltd,SOL,2025-12-12,2025-12-15,0001104659-25-120808,"2.01,3.01,3.03,5.01,5.03,8.01,9.01",4931,8-K
1425287,Workhorse Group Inc.,WKHS,2025-12-15,2025-12-15,0001213900-25-121720,"1.01,1.02,2.01,2.03,3.02,3.03,5.01,5.02,5.03,7.01,9.01",3711,8-K
1937891,AMC Robotics Corp,"AMCI, ATMV, ATMVR, ATMVU",2025-12-09,2025-12-16,0001493152-25-027820,"1.01,1.02,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",5700,8-K
353184,AIR T INC,"AIRT, AIRTP",2025-12-18,2025-12-18,0000353184-25-000140,"1.01,2.01,2.03,9.01",4513,8-K
2044112,Uinta Infrastructure Group Corp.,,2025-12-12,2025-12-19,0001213900-25-123435,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.06,7.01,9.01",6500,8-K
2068385,"SharonAI Holdings, Inc.",,2025-12-14,2025-12-22,0001829126-25-010236,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7374,8-K
67215,DYCOM INDUSTRIES INC,DY,2025-12-23,2025-12-23,0001193125-25-330970,"1.01,2.01,2.03,7.01,9.01",1623,8-K
708955,FIRST FINANCIAL BANCORP /OH/,FFBC,2025-12-31,2026-01-02,0000708955-26-000002,"2.01,8.01,9.01",6021,8-K
1115055,PINNACLE FINANCIAL PARTNERS INC,"PNFP, PNFPP",2026-01-02,2026-01-02,0001115055-26-000002,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6021,8-K
18349,SYNOVUS FINANCIAL CORP,"SNV, SNV-PD, SNV-PE",2026-01-01,2026-01-02,0001140361-26-000049,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6021,8-K
1303942,BankFinancial CORP,BFIN,2026-01-01,2026-01-02,0001437749-26-000013,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6035,8-K
1477815,"Sweetgreen, Inc.",SG,2025-12-29,2026-01-05,0001628280-26-000636,"2.01,7.01,9.01",5812,8-K
1519449,"Skyward Specialty Insurance Group, Inc.",SKWD,2026-01-06,2026-01-06,0001519449-26-000002,"1.01,2.01,2.03,3.02,9.01",6331,8-K
2025878,TriUnity Business Services Ltd,TYBB,2025-12-30,2026-01-07,0001477932-26-000074,"1.01,2.01,3.02,5.02,5.03,9.01",8700,8-K
1866226,Evolution Metals & Technologies Corp.,"EMAT, WTMA, WTMAR, WTMAU",2026-01-05,2026-01-09,0001213900-26-002600,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3690,8-K
1593222,"City Office REIT, Inc.","CIO, CIO-PA",2026-01-09,2026-01-09,0001193125-26-009080,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6798,8-K
932781,FIRST COMMUNITY CORP /SC/,FCCO,2026-01-06,2026-01-09,0001552781-26-000009,"2.01,5.02,8.01,9.01",6022,8-K
852772,DENNY'S Corp,DENN,2026-01-16,2026-01-16,0001193125-26-015085,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",5812,8-K
1327318,"TrueCar, Inc.",TRUE,2026-01-21,2026-01-22,0001104659-26-005627,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7370,8-K
1046025,HERITAGE FINANCIAL CORP /WA/,HFWA,2026-01-31,2026-02-02,0001628280-26-004511,"2.01,7.01,9.01",6036,8-K
805676,PARK NATIONAL CORP /OH/,PRK,2026-02-01,2026-02-02,0000805676-26-000010,"2.01,5.02,8.01,9.01",6021,8-K
1062231,Dauch Corp,"AXL, DCH",2026-01-28,2026-02-03,0001104659-26-009503,"2.01,3.02,5.02,8.01,9.01",3714,8-K
1481582,Ryerson Holding Corp,RYI,2026-02-13,2026-02-13,0001193125-26-051335,"1.01,2.01,2.03,5.02,7.01,8.01,9.01",5051,8-K
2007825,Churchill Capital Corp X/Cayman,"CCCX, CCCXU, CCCXW",2026-02-13,2026-02-17,0001193125-26-053097,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,8.01,9.01",7374,8-K
1301236,Sotherly Hotels Inc.,"SOHO, SOHOB, SOHON, SOHOO",2026-02-12,2026-02-18,0001193125-26-056144,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",6798,8-K
1174850,NICOLET BANKSHARES INC,NIC,2026-02-13,2026-02-20,0001174850-26-000072,"2.01,5.02,7.01,9.01",6021,8-K
1412665,"MidWestOne Financial Group, Inc.",MOFG,2026-02-13,2026-02-20,0001412665-26-000015,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
2029118,"INFINITY NATURAL RESOURCES, INC.",INR,2026-02-18,2026-02-23,0001193125-26-064039,"1.01,2.01,2.03,3.02,3.03,5.02,5.03,7.01,9.01",1311,8-K
1567900,BLACKBOXSTOCKS INC.,BLBX,2026-02-24,2026-02-25,0001185185-26-000663,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,7.01,8.01,9.01",1000,8-K
2064307,ContextLogic Holdings Inc.,"LOGC, LOGCD",2026-02-26,2026-02-26,0001140361-26-006990,"1.01,2.01,2.03,3.02,5.02,8.01,9.01",5961,8-K
2089283,Eagle Nuclear Energy Corp.,"NUCL, NUCLW",2026-02-24,2026-03-02,0001104659-26-022330,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",1090,8-K
2083125,PRESIDIO PRODUCTION Co,,2026-03-04,2026-03-09,0001213900-26-025222,"1.01,2.01,2.03,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",1311,8-K
2062583,"MiniMed Group, Inc.",MMED,2026-03-05,2026-03-09,0001628280-26-016018,"1.01,2.01,2.03,3.02,3.03,5.02,5.03,7.01,9.01",3841,8-K
1043000,"SONIDA SENIOR LIVING, INC.",SNDA,2026-03-06,2026-03-11,0001193125-26-101103,"1.01,2.01,2.03,3.02,5.02,8.01,9.01",8050,8-K
2070542,"BlockchAIn Digital Infrastructure, Inc.",AIB,2026-03-12,2026-03-18,0001213900-26-030956,"1.01,2.01,3.03,4.01,5.02,5.03,5.05,7.01,9.01",6221,8-K
2028707,"Merlin, Inc.","BACQ, MRLN, BACQR, BACQU",2026-03-16,2026-03-20,0001213900-26-032329,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",7373,8-K
1915380,"dMY Squared Technology Group, Inc.","DMYY, DMYYU, DMYYW",2026-03-19,2026-03-20,0001829126-26-002579,"1.01,2.01,5.01,5.02,5.03,9.01",6770,8-K
727510,"Viskase Holdings, Inc.",ENZN,2026-03-26,2026-03-26,0001104659-26-035301,"2.01,3.02,5.01,5.02,5.03,7.01,9.01",2836,8-K
1502377,"Contango ORE, Inc.",CTGO,2026-03-25,2026-03-27,0001193125-26-129496,"2.01,3.02,3.03,5.02,5.03,7.01,8.01,9.01",1040,8-K
2093507,Greenland Energy Co,GLND,2026-03-25,2026-03-27,0001829126-26-002797,"1.01,1.02,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,7.01,9.01",1381,8-K
2039497,"Resolute Holdings Management, Inc.",RHLD,2026-01-12,2026-03-30,0001104659-26-036936,"2.01,9.01",6199,8-K/A
2032341,"CYABRA, INC.",CYAB,2026-03-26,2026-03-31,0001213900-26-036722,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.06,7.01,9.01",7372,8-K
1413837,First Foundation Inc.,FFWM,2026-04-01,2026-04-01,0001104659-26-038418,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1137547,UNITED SECURITY BANCSHARES,UBFO,2026-04-01,2026-04-01,0001628280-26-022619,"2.01,3.01,3.03,5.01,5.02,7.01,9.01",6021,8-K
1846017,Blue Foundry Bancorp,BLFY,2026-04-01,2026-04-01,0001193125-26-135897,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6036,8-K
859737,HOLOGIC INC,HOLX,2026-04-07,2026-04-07,0001193125-26-144632,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",3844,8-K
1487712,AIR LEASE CORP,AL,2026-04-08,2026-04-08,0001193125-26-147571,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7359,8-K
1792580,Ovintiv Inc.,OVV,2026-04-09,2026-04-09,0001193125-26-149823,"1.02,2.01,7.01,8.01,9.01",1311,8-K
1512931,MONROE CAPITAL Corp,MRCC,2026-04-14,2026-04-14,0001140361-26-014615,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",,8-K
1487428,Horizon Technology Finance Corp,"HRZN, HTFC",2026-04-13,2026-04-14,0001140361-26-014610,"1.01,2.01,5.02,7.01,9.01",,8-K
2094433,"Suncrete, Inc.",RMIX,2026-04-08,2026-04-14,0001104659-26-043237,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",3272,8-K
1970509,Haymaker Acquisition Corp. 4,"HYAC, HYAC-UN, HYAC-WT",2026-04-08,2026-04-14,0001104659-26-043241,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",6770,8-K
1053352,HERITAGE COMMERCE CORP,HTBK,2026-04-16,2026-04-21,0001193125-26-167257,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1971532,"Telomir Pharmaceuticals, Inc.",TELO,2026-04-22,2026-04-24,0001493152-26-018867,"1.01,2.01,3.02,9.01",2834,8-K
1646188,Ondas Inc.,ONDS,2026-04-24,2026-04-24,0001213900-26-047289,"2.01,3.02,8.01,9.01",3663,8-K
1048477,BIOMARIN PHARMACEUTICAL INC,BMRN,2026-04-27,2026-04-27,0001193125-26-179243,"1.01,2.01,2.03,7.01,9.01",2834,8-K
1590496,Aerkomm Inc.,,2026-03-11,2026-04-27,0001213900-26-047886,"1.01,2.01,9.01",4899,8-K
1756701,"LINKBANCORP, Inc.",LNKB,2026-05-01,2026-05-01,0000943374-26-000182,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1549084,"EKSO BIONICS HOLDINGS, INC.",EKSO,2026-05-01,2026-05-05,0001493152-26-021330,"1.01,2.01,2.02,3.02,3.03,4.01,5.01,5.02,5.03,9.01",3569,8-K/A
1144879,Applied Digital Corp.,APLD,2026-05-01,2026-05-05,0001493152-26-021333,"1.01,2.01,7.01,9.01",7374,8-K
1711141,Leef Brands Inc.,LEEEF,2026-04-27,2026-05-05,0001493152-26-021267,"2.01,3.02,8.01,9.01",2833,8-K
1757499,"Shuttle Pharmaceuticals Holdings, Inc.",SHPH,2026-05-01,2026-05-07,0001493152-26-021767,"1.01,2.01,3.02,3.03,5.02,5.03,9.01",2834,8-K
1956439,Enhanced Group Inc.,"APAD, APADR, APADU",2026-05-06,2026-05-08,0001628280-26-032558,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7990,8-K
1651562,"Coursera, Inc.",COUR,2026-05-11,2026-05-11,0001140361-26-020399,"2.01,3.03,5.02,5.03,8.01,9.01",7372,8-K
2090646,Boost Run Inc.,"BRUN, BRUNW",2026-05-08,2026-05-14,0001493152-26-023208,"1.01,1.02,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,7.01,9.01",7374,8-K
794619,AMERICAN WOODMARK CORP,AMWD,2026-05-28,2026-05-28,0001193125-26-243155,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",2430,8-K
1941365,"MasterBrand, Inc.",MBC,2026-05-28,2026-05-28,0001193125-26-243139,"2.01,2.03,5.02,7.01,9.01",2511,8-K
2023730,"Hadron Energy, Inc.","GIG, HDRN, GIGGU, GIGGW, HDRNW",2026-05-22,2026-06-01,0001193125-26-249151,"2.01,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",4911,8-K
1004702,OCEANFIRST FINANCIAL CORP,OCFC,2026-06-01,2026-06-01,0001193125-26-251758,"1.01,2.01,2.03,3.02,3.03,5.02,5.03,7.01,9.01",6021,8-K
3197,CECO ENVIRONMENTAL CORP,CECO,2026-06-01,2026-06-01,0001104659-26-068661,"2.01,2.03,5.02,5.03,7.01,9.01",3564,8-K
1591956,Sphere 3D Corp.,ANY,2026-05-29,2026-06-03,0001062993-26-003037,"1.01,2.01,3.02,3.03,5.02,5.03,7.01,9.01",6199,8-K
2049662,Factorial Energy Inc.,"CGCT, CGCTU, CGCTW",2026-06-05,2026-06-10,0001104659-26-072433,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",3690,8-K
2002038,Legato Merger Corp. III,"LEGT, LEGT-UN, LEGT-WT",2026-06-09,2026-06-10,0001829126-26-006250,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.06,7.01,9.01",6770,8-K
1643721,DATZ WORLD HOLDINGS CORP.,"LBUY, LBUYD",2026-06-08,2026-06-12,0001477932-26-003840,"1.01,2.01,3.02,5.01,5.02,5.03,9.01",8742,8-K
2092446,Avalanche Treasury Corp,AVAT,2026-06-11,2026-06-17,0001104659-26-075150,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",6199,8-K
2048951,Teamshares Inc,"LOKV, LOKVU, LOKVW",2026-06-18,2026-06-25,0001193125-26-283064,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",5900,8-K
2069692,Blue Owl Digital Infrastructure Trust,,2026-06-23,2026-06-29,0002069692-26-000042,"1.01,2.01,2.03,9.01",6798,8-K
1767837,"Richmond Mutual Bancorporation, Inc.",RMBI,2026-07-01,2026-07-01,0001104659-26-079701,"2.01,5.02,8.01,9.01",6022,8-K
2080215,StableCoinX Inc.,"USDE, USDEW",2026-06-25,2026-07-02,0001213900-26-074559,"1.01,2.01,3.03,5.01,5.02,5.03,5.05,5.06,9.01",6199,8-K
1335105,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",LIXT,2026-06-30,2026-07-02,0001493152-26-031870,"1.01,2.01,3.02,5.02,5.03,7.01,8.01,9.01",2834,8-K
1766267,Synergy Empire Ltd,,2026-07-06,2026-07-06,0001493152-26-032112,"1.01,2.01,3.02,5.01,9.01",5812,8-K/A
1922446,Diversified Energy Co,DEC,2026-07-02,2026-07-06,0001922446-26-000057,"1.01,2.01,2.03,9.01",1311,8-K
1903595,House of Doge Inc.,"TBH, HODO",2026-06-30,2026-07-07,0001213900-26-076056,"2.01,3.02,5.01,5.02,5.03,8.01,9.01",6199,8-K
2052161,Real Asset Acquisition Corp.,"RAAQ, RAAQU, RAAQW",2026-07-01,2026-07-08,0001213900-26-076453,"1.01,2.01,3.01,3.03,5.01,5.02,9.01",6770,8-K
2034269,"Cantor Equity Partners II, Inc.",CEPT,2026-07-08,2026-07-08,0001213900-26-076435,"2.01,3.01,3.02,3.03,5.01,5.02,7.01,8.01",6770,8-K
2094496,Securitize Corp.,SECZ,2026-07-08,2026-07-08,0001213900-26-076444,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,9.01",6199,8-K
1130713,"BED BATH & BEYOND, INC.","BBBY, BBBY-WT",2026-07-08,2026-07-09,0001140361-26-028107,"1.01,2.01,2.03,3.02,9.01",5961,8-K
